Radio BluesFlac	http://streams.radiomast.io/radioblues-flac	0	Избранное	jazz
Radio Schizoid - ChilloutAmbient	http://94.130.113.214:8000/chill	0	Избранное
Back to the 50's	http://strm112.1.fm/60s_70s_mobile_mp3	0	Избранное
D'ici-96	http://dici.ice.infomaniak.ch/dici-96.mp3	0	Избранное
Oüi FM Rock Français	http://ouifmrockfrancais.ice.infomaniak.ch/ouifmrockfrancais.mp3	0	Избранное
Radio M's - Est-Parisien	http://listen.radioking.com/radio/126061/stream/165805	0	Избранное
Radio Paradise Rock Mix FLAC+meta	http://stream.radioparadise.com/rock-flacm	0	Избранное	california
